"Story","Title","Result","Date","Stability","Duration (s)"
"Prueba de automatizacion de contact Us usando screenplay","enviar un mensaje al area de soporte con los campos requeridos","SUCCESS","2022-03-27T08:00:12.206-05:00[America/Bogota]","0.0","10.82"
"Prueba de automatizacion de contact Us usando screenplay","enviar un mensaje al area de soporte con todos los campos","SUCCESS","2022-03-27T08:00:23.678-05:00[America/Bogota]","0.0","7.96"
