"Story","Title","Result","Date","Stability","Duration (s)"
"Login de usuario en la plataforma","Loguear un usuario nuevo con todos los campos","SUCCESS","2022-03-27T08:00:33.138-05:00[America/Bogota]","0.0","19.57"
"Login de usuario en la plataforma","Loguin de usuario no posible por error en la contrasena","SUCCESS","2022-03-27T08:00:53.363-05:00[America/Bogota]","0.0","16.76"
